trade_date,name,value
20230816,华为概念,11.574299999999985
20230817,华为概念,13.106599999999984
20230818,华为概念,11.032399999999985
20230821,华为概念,10.790699999999985
20230822,华为概念,12.732799999999985
20230823,华为概念,10.770699999999986
20230824,华为概念,10.547899999999986
20230825,华为概念,7.189999999999985
20230828,华为概念,7.691799999999985
20230829,华为概念,12.457399999999984
20230830,华为概念,14.850499999999984
20230831,华为概念,14.761099999999983
20230901,华为概念,14.125699999999982
20230904,华为概念,15.886899999999981
20230103,新能源汽车,0.0
20230104,新能源汽车,-0.2431000000000001
20230105,新能源汽车,1.3039999999999998
20230106,新能源汽车,2.2528
20230109,新能源汽车,3.3355
20230110,新能源汽车,3.847
20230111,新能源汽车,2.8261999999999996
20230112,新能源汽车,3.481099999999999
20230113,新能源汽车,3.4790999999999994
20230116,新能源汽车,4.148999999999999
20230117,新能源汽车,4.481
20230118,新能源汽车,4.763199999999999
20230119,新能源汽车,4.910799999999998
20230120,新能源汽车,5.7889
20230130,新能源汽车,8.398
20230131,新能源汽车,9.3235
20230201,新能源汽车,11.060099999999998
20230202,新能源汽车,10.957799999999999
20230203,新能源汽车,10.581
20230206,新能源汽车,10.4641
20230207,新能源汽车,11.7416
20230208,新能源汽车,11.74
20230209,新能源汽车,13.1411
20230210,新能源汽车,12.4147
20230213,新能源汽车,13.3447
20230214,新能源汽车,13.3487
20230215,新能源汽车,14.001099999999997
20230216,新能源汽车,11.064199999999998
20230217,新能源汽车,10.252299999999998
20230220,新能源汽车,11.236099999999999
20230221,新能源汽车,11.877299999999998
20230222,新能源汽车,11.866899999999998
20230223,新能源汽车,12.382199999999997
20230224,新能源汽车,11.638499999999997
20230227,新能源汽车,10.594099999999997
20230228,新能源汽车,11.131099999999998
20230301,新能源汽车,11.742299999999998
20230302,新能源汽车,10.503499999999999
20230303,新能源汽车,10.247699999999998
20230306,新能源汽车,10.386599999999998
20230307,新能源汽车,8.122499999999999
20230308,新能源汽车,8.9492
20230309,新能源汽车,9.086599999999999
20230310,新能源汽车,7.273399999999999
20230313,新能源汽车,6.631799999999998
20230314,新能源汽车,5.173399999999997
20230315,新能源汽车,5.9400999999999975
20230316,新能源汽车,3.935899999999997
20230317,新能源汽车,4.277899999999997
20230320,新能源汽车,4.642299999999997
20230321,新能源汽车,6.547799999999997
20230322,新能源汽车,7.162999999999997
20230323,新能源汽车,7.197099999999997
20230324,新能源汽车,7.670999999999998
20230327,新能源汽车,7.624199999999998
20230328,新能源汽车,6.652099999999999
20230329,新能源汽车,6.6373
20230330,新能源汽车,6.4702
20230331,新能源汽车,7.316000000000001
20230403,新能源汽车,7.777800000000001
20230404,新能源汽车,5.883600000000001
20230406,新能源汽车,6.0070000000000014
20230407,新能源汽车,6.418400000000002
20230410,新能源汽车,5.762500000000001
20230411,新能源汽车,5.2682
20230412,新能源汽车,5.939200000000001
20230413,新能源汽车,4.5639
20230414,新能源汽车,5.472500000000002
20230417,新能源汽车,5.810600000000003
20230418,新能源汽车,5.353300000000003
20230419,新能源汽车,4.765100000000002
20230420,新能源汽车,3.8787000000000025
20230421,新能源汽车,1.1861000000000024
20230424,新能源汽车,0.7038000000000024
20230425,新能源汽车,-2.1868999999999974
20230426,新能源汽车,-0.10359999999999747
20230427,新能源汽车,-0.3320999999999974
20230428,新能源汽车,1.0246000000000026
20230504,新能源汽车,1.2415000000000025
20230505,新能源汽车,-0.22979999999999778
20230508,新能源汽车,0.4018000000000024
20230509,新能源汽车,-1.4088999999999976
20230510,新能源汽车,0.820200000000002
20230511,新能源汽车,1.401000000000002
20230512,新能源汽车,-0.026699999999997726
20230515,新能源汽车,1.7191000000000023
20230516,新能源汽车,1.3006000000000024
20230517,新能源汽车,2.492000000000002
20230518,新能源汽车,3.1718000000000024
20230519,新能源汽车,3.457700000000002
20230522,新能源汽车,4.041500000000003
20230523,新能源汽车,3.2492000000000023
20230524,新能源汽车,3.625800000000002
20230525,新能源汽车,4.0390000000000015
20230526,新能源汽车,4.621700000000002
20230529,新能源汽车,3.599900000000002
20230530,新能源汽车,4.140800000000002
20230531,新能源汽车,3.490100000000002
20230601,新能源汽车,3.6082000000000023
20230602,新能源汽车,4.8812000000000015
20230605,新能源汽车,5.200200000000002
20230606,新能源汽车,2.8475000000000015
20230607,新能源汽车,2.5861000000000014
20230608,新能源汽车,1.5922000000000014
20230609,新能源汽车,2.871400000000001
20230612,新能源汽车,5.484400000000001
20230613,新能源汽车,6.557200000000002
20230614,新能源汽车,6.223300000000002
20230615,新能源汽车,7.508000000000003
20230616,新能源汽车,8.049400000000002
